wage_eur,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_reactions,movement_balance,power_shot_power,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_sliding_tackle
3000,55,41,55,69,39,60,41,40,67,57,63,62,54,66,53,54,56,38,65,42,52,41,52,60
1000,60,54,52,60,50,66,64,55,56,64,72,71,52,69,56,72,43,57,50,53,58,58,52,41
1000,50,58,56,55,42,60,40,31,40,60,81,79,54,71,50,61,74,52,46,49,59,50,11,11
3000,33,33,52,58,32,53,32,39,53,52,56,53,52,59,45,83,68,39,74,48,38,52,55,58
3000,54,56,46,51,50,60,51,62,48,59,82,80,50,68,62,53,60,58,31,53,58,53,45,29
2000,48,46,61,61,43,63,45,48,58,66,58,56,57,61,57,58,60,49,60,50,50,52,53,61
3000,42,42,50,60,33,57,36,41,57,58,62,71,60,74,59,72,47,49,61,57,40,54,52,47
1000,56,26,54,51,21,37,26,34,48,40,69,67,51,52,25,58,75,29,66,35,35,48,59,58
2000,34,25,54,51,23,32,24,36,47,48,58,59,54,64,37,57,70,32,57,37,39,39,56,57
1000,41,59,56,55,57,57,43,36,40,56,66,61,53,69,60,64,74,57,63,52,60,53,38,11
1000,52,25,51,50,20,50,27,34,41,49,70,62,53,64,28,73,65,22,50,38,38,49,66,59
1000,29,61,57,46,38,54,35,29,27,50,73,74,51,60,65,62,74,57,64,44,56,51,10,12
1000,54,37,58,53,46,43,46,39,54,52,34,41,55,48,53,56,70,43,59,41,49,50,57,60
1000,42,40,40,56,34,52,49,32,53,56,59,62,56,71,53,72,73,45,81,52,36,41,51,51
1000,39,26,51,64,41,50,33,36,59,51,65,60,57,66,56,64,62,39,60,50,58,40,57,57
1000,60,54,64,60,42,58,56,55,56,57,82,74,50,66,52,53,61,52,22,49,60,52,24,16
2000,12,14,11,35,15,19,19,20,32,18,45,55,67,53,39,35,58,18,41,59,10,57,16,10
3000,56,25,53,55,29,54,35,31,46,46,73,74,56,79,55,72,63,25,53,41,39,46,50,55
1000,28,25,58,44,25,26,28,30,35,33,46,47,52,60,34,55,72,20,69,29,35,41,56,57
1000,54,52,48,62,36,56,49,37,55,59,65,67,58,79,55,65,58,34,52,59,44,42,33,28
1000,54,55,60,60,28,61,32,31,55,59,59,60,50,68,68,85,75,63,65,44,44,39,41,40
1000,18,11,16,25,7,9,14,12,14,23,20,30,51,25,45,23,68,8,26,32,17,47,21,14
1000,26,23,63,48,22,28,21,24,45,43,44,55,49,37,38,60,85,19,54,32,37,48,53,55
1000,11,8,13,17,5,14,12,11,16,18,16,16,46,32,43,21,41,5,20,31,10,25,9,11
1000,12,7,10,22,7,9,12,11,24,12,22,27,37,21,46,25,43,6,22,34,12,36,8,10
1000,13,15,18,23,15,15,15,12,32,23,51,47,52,33,47,25,67,15,36,39,13,43,10,17
1000,19,16,12,26,16,24,25,13,21,23,61,59,39,51,49,40,41,10,21,41,23,40,16,14
2000,63,41,41,54,44,56,47,48,52,63,77,75,46,83,44,57,56,42,33,54,51,51,36,22
2000,63,37,58,62,46,63,57,61,53,62,81,71,62,77,63,63,76,51,38,59,56,55,55,42
1000,33,58,70,55,54,52,53,37,37,54,53,61,47,39,57,75,80,52,50,53,58,58,25,17
4000,40,58,59,49,56,48,45,35,37,53,60,62,54,54,62,69,80,52,62,46,52,54,27,33
2000,50,43,44,67,53,51,51,52,62,57,61,52,57,64,51,60,59,54,34,47,41,49,60,64
1000,55,51,48,54,45,55,53,30,49,54,82,81,54,66,51,74,62,45,49,52,56,50,28,28
1000,56,55,19,46,47,63,58,48,39,58,83,79,50,76,56,73,42,54,45,51,36,55,40,38
1000,58,59,36,48,42,58,57,51,46,58,80,84,45,64,59,53,58,38,36,51,49,54,15,22
1000,38,36,49,60,32,54,43,57,56,58,71,82,53,66,52,85,61,44,61,59,42,49,49,54
2000,56,43,53,54,42,53,39,37,53,54,68,63,57,66,43,63,63,48,63,55,32,60,55,58
2000,56,53,55,58,57,55,49,48,57,57,61,82,44,82,52,66,64,54,57,60,49,52,45,42
2000,20,16,11,23,16,19,12,20,21,16,44,45,55,44,43,32,49,12,20,56,24,50,13,12
2000,58,31,50,34,27,62,36,33,26,47,66,70,58,84,29,54,38,32,57,36,39,42,55,63
2000,34,59,50,45,43,58,58,28,27,58,73,78,45,56,60,40,74,54,30,57,50,46,22,15
1000,33,58,70,52,54,53,47,39,36,60,42,44,55,43,62,34,78,55,62,49,59,60,22,19
1000,13,6,15,26,10,12,13,10,17,13,22,21,51,25,43,20,58,7,13,27,12,26,9,11
1000,63,45,39,58,39,67,56,40,48,63,65,61,46,66,55,63,47,36,34,51,58,61,25,24
0,13,13,15,26,20,19,13,14,22,21,42,42,51,57,41,50,66,12,19,12,25,22,14,19
2000,48,54,58,54,52,57,43,27,47,57,59,64,59,49,56,77,88,50,60,55,56,57,41,31
1000,28,15,25,33,17,27,18,16,31,29,30,40,53,55,44,39,51,8,44,41,14,57,30,23
1000,12,10,10,22,10,9,10,9,25,15,24,28,65,37,29,29,75,9,37,39,12,50,7,12
1000,14,13,17,15,14,15,18,13,16,15,23,21,62,52,44,26,57,17,38,49,16,46,16,16
2000,45,59,62,54,45,49,57,44,45,54,58,61,63,57,54,75,73,53,77,38,55,55,30,30
1000,19,22,59,42,25,19,20,16,31,41,30,29,50,31,43,29,80,19,72,30,21,57,60,57
2000,49,56,62,48,57,52,50,35,32,56,55,55,55,35,65,55,81,50,60,52,59,56,27,21
1000,61,55,35,57,44,61,52,61,58,62,65,65,41,69,59,48,32,61,43,60,63,62,32,34
1000,16,19,15,23,17,12,15,11,13,13,48,42,49,60,45,26,56,11,26,11,27,34,12,18
1000,34,13,58,49,16,35,16,17,43,45,32,30,53,30,50,33,79,20,65,38,36,56,57,58
1000,37,12,53,49,21,20,35,37,43,57,39,41,51,68,14,61,64,16,62,51,33,64,61,57
2000,63,52,38,64,59,56,65,62,63,59,52,56,55,55,57,42,52,58,55,57,60,58,51,40
2000,57,51,52,58,54,54,49,52,57,53,43,48,58,62,57,70,73,53,75,58,48,57,68,62
2000,48,33,56,59,37,46,47,44,66,59,65,52,61,57,66,41,65,42,59,39,54,47,58,55
3000,59,24,49,51,34,47,73,70,41,48,65,64,56,57,58,76,66,38,60,44,57,58,54,54
3000,46,34,56,44,28,35,29,29,49,38,57,55,59,48,33,60,81,32,67,37,34,42,59,53
1000,56,49,49,61,49,54,59,63,59,59,54,42,52,70,60,84,66,61,55,55,60,62,49,51
1000,52,40,60,58,23,48,22,40,55,54,34,33,53,32,57,43,77,44,55,43,33,55,59,60
1000,70,24,68,70,31,47,35,41,65,62,54,61,64,74,64,67,62,51,56,63,30,70,39,57
1000,62,60,57,58,55,60,55,62,58,63,54,76,61,81,56,44,68,60,63,63,60,63,56,46
1000,65,27,38,64,26,63,50,44,59,60,62,66,51,63,30,82,75,35,80,49,42,52,55,60
1000,55,45,53,62,45,49,56,50,58,61,66,66,63,56,62,65,82,42,52,52,58,60,57,55
1000,60,55,49,54,45,61,55,51,50,60,68,67,52,52,59,64,55,58,35,55,55,51,29,37
3000,59,55,61,58,52,57,58,60,57,56,72,73,46,69,65,59,68,60,61,47,51,53,33,35
1000,17,18,12,25,15,15,12,18,26,26,24,38,49,29,42,33,57,20,22,14,27,13,12,18
5000,53,41,45,58,40,55,50,39,54,64,72,71,60,75,53,62,66,41,56,46,49,45,28,52
3000,30,25,57,47,25,29,28,26,33,31,53,53,55,65,40,66,70,18,59,28,35,44,56,58
1000,43,55,49,61,49,55,55,63,58,54,51,70,60,77,65,59,58,52,45,66,50,50,34,51
3000,54,26,43,48,29,51,35,34,46,42,68,70,53,75,24,73,69,23,53,37,33,44,60,59
4000,17,14,18,28,20,18,16,20,41,22,41,43,58,52,41,31,42,14,20,60,23,45,30,18
1000,21,24,58,53,23,56,29,27,61,57,66,66,53,63,29,66,67,37,40,60,39,47,58,62
2000,45,48,55,59,53,58,49,48,52,58,61,60,66,76,52,68,62,56,59,55,44,58,61,60
2000,53,32,57,54,38,47,42,35,49,50,65,62,51,65,36,69,73,34,53,43,40,60,58,60
3000,30,28,58,37,21,36,25,23,30,39,49,54,45,53,37,65,81,27,46,28,32,57,63,56
2000,59,47,49,51,49,62,46,38,51,57,82,89,44,59,54,44,80,45,45,53,60,52,34,38
2000,51,31,57,62,32,42,49,36,57,53,75,76,58,54,56,66,67,38,68,37,37,50,53,55
3000,27,28,58,49,24,44,29,21,37,45,64,66,52,53,39,65,70,31,45,29,34,46,57,62
3000,54,45,42,55,50,54,43,35,48,54,73,80,56,65,55,78,70,45,72,53,51,40,57,43
2000,62,57,49,58,52,59,44,60,54,64,64,66,60,56,58,62,61,53,70,58,58,62,55,48
2000,30,28,50,59,25,35,21,28,56,36,63,64,60,73,40,59,60,29,59,30,33,56,59,63
1000,53,26,55,44,25,54,48,40,46,53,76,80,51,71,22,81,62,22,60,40,27,45,53,52
3000,56,55,45,53,45,59,45,34,48,58,75,67,55,60,71,69,71,52,57,51,47,50,52,27
3000,28,64,72,47,49,45,30,26,32,51,45,60,49,41,53,63,81,50,38,45,56,50,35,16
1000,47,31,45,53,25,49,54,29,44,53,66,68,57,62,44,65,67,25,47,33,36,50,60,57
1000,14,8,11,29,6,13,10,11,15,13,24,22,42,32,46,18,49,5,17,58,10,67,18,12
2000,61,59,44,66,54,58,45,41,53,59,67,63,58,91,66,52,34,43,28,52,66,47,30,30
3000,50,40,62,63,22,57,31,34,61,58,68,61,54,65,24,70,70,20,62,32,38,53,58,58
2000,53,28,60,53,24,53,27,32,55,52,63,63,56,67,52,65,67,27,59,44,60,62,57,58
1000,38,54,63,52,51,42,32,49,42,55,61,55,60,62,71,84,72,61,73,49,60,49,62,58
1000,31,62,59,46,48,53,44,35,29,57,63,67,47,62,65,72,76,44,64,49,58,56,14,10
1000,53,54,56,53,53,52,50,35,42,53,85,87,49,52,58,71,70,51,67,48,56,50,14,15
1000,27,15,58,44,28,41,21,21,22,48,39,44,55,41,34,46,69,20,64,30,38,39,58,55
1000,23,18,59,44,26,29,23,21,29,34,55,55,49,60,36,75,78,18,58,27,36,37,58,61
2000,29,61,56,43,45,55,35,29,27,56,66,62,54,58,59,56,74,54,28,52,57,47,19,14
3000,51,33,49,63,31,58,37,42,58,60,60,64,56,68,46,60,58,42,53,60,45,47,55,56
2000,54,55,37,53,46,60,50,55,43,59,81,83,41,75,60,75,57,57,28,52,53,53,22,26
0,42,54,55,52,13,33,38,32,51,48,58,61,57,57,63,60,77,30,60,28,55,59,57,57
0,53,60,64,55,54,52,51,59,43,50,57,62,50,68,60,61,76,57,78,51,65,47,20,15
0,50,35,61,59,23,51,39,41,60,60,58,60,56,59,41,48,70,33,63,54,44,53,59,60
1000,54,55,47,52,69,66,59,55,45,60,77,68,45,55,68,70,65,54,36,59,68,49,27,18
1000,30,65,62,44,46,53,32,27,34,48,60,54,54,60,61,55,67,50,34,48,56,51,15,16
1000,46,49,35,68,35,61,46,42,63,65,54,61,45,82,50,42,42,50,43,62,41,57,35,42
1000,12,5,12,17,9,6,13,14,15,16,26,23,57,38,43,23,40,8,23,30,16,33,5,11
1000,33,24,56,48,32,40,29,32,43,40,65,62,48,58,40,68,60,20,55,27,36,41,60,59
1000,50,24,55,46,39,50,49,27,48,53,68,74,55,56,42,60,67,46,46,48,41,52,58,60
1000,48,27,53,34,30,67,39,37,35,35,66,64,52,60,33,62,58,36,60,37,46,43,61,66
1000,57,48,39,55,43,63,37,35,46,60,69,66,49,81,55,67,49,50,33,48,50,47,37,28
5000,58,66,43,57,51,64,49,46,45,69,54,52,47,58,69,35,45,42,33,49,69,51,47,33
1000,48,60,54,56,45,52,43,42,39,55,74,77,64,89,54,48,30,55,36,51,61,59,29,25
2000,10,6,11,26,7,9,11,10,33,16,21,25,35,45,46,22,33,7,19,26,14,33,10,13
1000,38,34,62,62,27,51,30,37,45,61,57,54,53,65,45,64,67,31,60,45,36,49,55,52
1000,13,11,14,30,8,12,15,18,28,20,31,30,51,29,40,22,33,12,33,26,17,40,12,12
2000,57,29,49,57,30,53,37,31,42,52,66,63,51,68,38,60,48,25,49,39,35,43,55,61
1000,13,9,12,24,5,10,12,12,17,12,33,28,50,46,41,30,45,6,16,37,17,45,20,12
1000,61,59,32,52,49,67,51,47,49,64,71,69,42,69,59,53,46,52,32,38,55,50,16,24
1000,12,9,14,31,7,14,16,15,26,19,21,26,57,24,42,29,64,8,29,39,14,40,8,11
2000,40,60,60,51,40,55,42,35,40,54,65,66,55,76,60,56,45,55,40,48,67,50,42,20
1000,53,30,50,58,34,57,48,32,56,54,73,77,52,68,52,77,64,48,52,47,31,59,51,51
1000,50,47,38,60,39,57,52,56,55,58,71,74,48,79,49,70,61,52,37,54,48,55,49,49
1000,56,31,28,55,39,71,37,40,43,68,79,73,49,76,38,31,37,41,32,41,43,52,27,18
3000,57,60,23,60,57,65,51,41,55,62,69,68,39,69,65,50,56,41,30,49,55,54,25,27
1000,32,26,58,38,32,36,35,32,33,42,56,63,54,60,42,58,58,25,46,31,44,50,59,62
1000,37,41,39,61,39,57,48,39,62,63,67,64,50,82,47,66,29,50,50,49,43,47,46,59
1000,15,7,14,29,6,9,14,13,28,25,38,44,48,51,44,32,69,6,34,32,18,41,10,12
1000,54,50,45,57,45,62,49,42,48,61,68,74,59,71,52,34,47,44,45,51,45,54,36,37
1000,41,57,54,59,41,54,36,31,42,58,71,70,52,60,58,59,66,42,31,46,61,48,21,19
2000,50,63,41,49,52,68,49,30,43,60,72,75,57,63,52,65,61,47,31,49,60,47,35,40
1000,44,44,35,61,35,65,50,55,64,66,65,60,45,72,42,38,57,27,41,61,42,59,32,41
2000,51,46,48,62,40,62,61,63,62,61,66,54,56,73,59,51,46,47,54,57,48,43,53,45
1000,30,58,59,50,44,50,31,25,28,54,60,69,48,76,59,63,77,47,56,41,51,49,22,23
4000,45,46,44,55,52,57,49,45,56,59,71,65,53,78,52,43,53,44,41,66,44,60,35,34
4000,31,59,56,39,34,61,41,30,29,57,79,80,54,62,51,51,68,50,48,44,51,49,20,11
1000,31,59,51,51,48,59,40,34,34,59,77,77,45,65,58,55,58,55,46,50,52,46,33,22
3000,61,48,43,55,52,67,54,44,54,64,69,65,46,73,51,49,51,41,39,42,49,48,33,24
3000,28,61,60,51,50,53,39,28,31,52,72,66,55,73,52,60,71,51,27,45,51,47,15,20
1000,52,51,44,61,42,56,44,50,63,58,55,55,55,62,59,47,45,44,52,60,61,49,47,43
1000,33,41,55,60,35,55,38,38,58,58,68,78,57,49,49,66,71,35,63,60,45,58,51,52
1000,57,45,36,54,42,67,43,36,38,63,73,72,51,82,55,50,36,43,30,49,50,46,20,30
1000,44,62,52,48,57,60,61,44,38,57,77,75,48,72,60,50,50,54,28,45,61,47,10,10
1000,55,53,34,53,42,63,40,37,46,62,74,71,46,77,46,59,42,35,29,44,45,42,25,23
2000,49,41,51,66,45,57,44,47,61,56,65,65,52,81,64,59,44,43,66,53,47,47,43,57
6000,62,48,40,51,43,70,63,70,48,59,78,76,43,74,63,52,55,55,41,41,64,49,19,27
1000,59,32,51,40,31,64,47,43,38,55,75,70,54,81,37,60,51,36,55,45,43,49,59,55
2000,39,58,46,60,56,72,51,39,42,56,72,64,51,77,54,51,35,59,29,58,66,49,30,18
2000,23,22,59,54,26,29,22,31,50,44,59,60,51,67,33,56,61,21,62,26,36,44,51,56
1000,10,12,14,19,6,14,10,14,18,18,31,30,58,47,37,21,54,12,17,46,16,38,19,13
1000,48,44,49,62,46,61,56,50,58,61,65,62,50,68,56,55,58,54,55,60,46,60,52,50
1000,49,63,54,58,50,59,58,34,38,58,78,76,50,54,53,55,68,48,34,53,58,46,24,20
1000,28,23,52,54,22,31,21,24,50,53,41,61,50,61,35,59,63,22,49,27,32,51,59,56
1000,12,5,10,24,8,13,12,12,14,11,23,24,45,43,42,24,35,7,19,35,15,23,9,15
1000,12,10,12,24,7,13,12,13,23,14,29,30,46,27,47,22,63,7,20,34,10,33,6,12
1000,44,57,51,42,53,58,51,44,29,57,75,73,53,70,60,66,52,56,45,47,58,54,22,20
2000,34,60,66,53,45,53,39,29,27,59,67,66,49,48,51,54,64,47,42,48,56,45,26,25
1000,14,6,14,23,6,7,14,11,21,18,24,31,49,27,40,25,59,9,19,33,10,27,6,10
2000,58,49,37,53,48,65,58,47,48,63,70,74,42,66,62,38,49,50,40,48,52,52,22,21
1000,38,56,52,61,39,60,38,37,49,58,68,65,53,74,61,42,48,57,60,50,47,47,45,49
1000,53,57,41,56,48,64,48,41,51,63,66,68,40,79,67,51,46,44,28,49,62,49,29,29
3000,26,19,57,44,27,29,31,28,47,38,58,54,49,57,46,50,68,24,56,31,33,44,68,54
1000,48,44,49,63,34,58,39,33,59,59,74,76,59,71,49,69,58,43,60,54,49,49,46,48
6000,44,35,38,62,39,57,45,38,63,60,65,52,53,72,48,57,45,46,65,60,37,59,50,47
1000,10,8,14,21,6,13,12,11,23,16,30,29,50,43,43,20,46,9,24,34,11,41,14,12
2000,54,37,52,59,38,55,39,46,56,57,71,68,58,73,49,52,50,45,62,56,48,47,53,53
1000,50,32,46,46,32,57,46,35,38,59,73,70,53,72,30,65,53,28,49,41,34,43,58,58
4000,62,62,42,58,53,65,57,46,51,61,69,61,39,78,66,34,40,46,34,54,67,50,28,31
1000,51,46,54,63,52,58,62,48,60,60,64,66,60,80,51,57,70,45,62,50,47,44,49,57
1000,35,54,49,60,51,59,50,28,33,60,68,62,48,89,55,54,32,51,32,53,61,47,44,16
1000,56,28,57,58,40,56,49,28,30,59,63,55,52,65,30,60,58,37,55,34,33,40,57,56
3000,25,28,54,35,22,25,27,29,33,35,62,58,42,54,37,59,70,20,58,33,37,55,63,60
1000,61,44,27,60,35,52,38,52,62,61,66,59,47,85,51,69,46,39,49,66,45,52,36,31
1000,48,38,51,67,34,58,49,48,63,59,62,65,53,57,58,53,74,47,51,55,38,44,50,55
1000,34,55,68,52,54,52,44,31,41,54,56,47,55,47,65,47,70,51,61,42,58,47,28,22
1000,28,59,66,49,46,52,33,28,46,54,54,55,49,56,60,65,70,54,55,49,52,52,20,23
1000,53,53,41,67,39,57,58,42,62,62,65,63,51,61,57,53,56,52,44,60,41,57,44,55
1000,62,56,52,60,53,63,50,43,38,61,64,68,47,53,58,55,68,53,40,51,55,49,31,23
3000,53,35,55,36,30,64,34,43,36,42,62,62,55,62,35,63,49,35,60,42,49,38,56,63
1000,56,45,43,53,48,69,48,44,55,59,69,65,43,76,59,51,47,47,37,54,65,48,26,42
1000,54,42,58,60,44,55,50,50,57,59,67,68,58,70,57,55,55,48,57,57,49,50,55,52
3000,57,32,54,61,27,61,53,44,53,57,69,67,58,77,51,56,42,47,60,38,56,64,54,55
1000,30,30,53,44,29,30,30,28,33,44,52,51,51,48,37,61,70,21,55,34,42,47,57,56
4000,58,32,42,55,37,57,53,35,51,58,75,77,50,71,51,66,59,40,49,50,35,45,52,51
2000,41,57,54,48,51,54,44,43,42,55,73,76,49,67,56,67,69,50,51,45,56,50,20,17
1000,57,61,53,50,41,64,37,24,28,60,71,70,52,70,55,54,74,46,45,47,49,44,20,18
2000,11,5,14,27,5,14,13,14,15,19,31,18,54,45,38,25,54,5,16,22,18,48,18,10
2000,43,66,57,48,54,62,35,28,39,58,71,73,54,70,60,62,60,49,44,48,58,48,14,14
1000,43,61,57,52,45,54,48,34,41,55,58,55,53,49,58,49,69,56,50,50,52,48,12,21
1000,25,25,54,44,23,47,25,27,39,43,60,57,52,60,40,50,66,23,52,30,37,42,55,57
1000,38,58,50,54,57,66,52,34,39,58,76,79,53,68,55,49,48,53,30,50,59,48,22,20
1000,32,58,49,48,52,62,57,27,42,54,74,78,56,67,58,61,57,53,53,56,58,57,12,20
1000,48,55,35,60,42,58,49,61,58,61,62,54,44,64,61,34,62,58,48,53,46,44,34,44
1000,52,56,55,54,43,60,30,31,46,55,78,76,52,65,49,59,56,49,26,54,59,47,17,16
2000,53,45,40,61,49,59,53,49,53,51,64,54,56,92,64,42,30,55,62,60,48,51,39,52
1000,33,60,62,53,35,51,42,25,46,56,64,66,50,64,65,51,56,52,50,52,60,57,17,15
1000,59,45,53,62,41,56,47,42,61,54,87,88,53,66,48,57,52,43,62,55,46,42,35,50
1000,27,23,56,50,27,41,29,36,34,40,56,56,54,78,42,57,50,28,55,33,38,40,54,64
1000,46,33,57,64,27,46,27,36,66,53,60,64,51,78,53,55,66,39,58,38,51,51,46,63
1000,54,54,40,56,43,63,49,38,32,64,70,75,60,54,56,48,59,49,32,56,46,60,22,28
1000,42,40,34,57,39,68,47,42,48,68,64,64,48,69,54,49,48,30,37,61,44,52,36,31
1000,35,65,58,45,42,46,35,32,35,55,60,57,57,57,53,56,69,58,43,47,68,54,14,14
1000,50,54,47,59,50,55,53,48,56,60,58,54,49,63,52,53,52,49,47,60,49,49,50,42
1000,56,30,42,54,27,57,55,49,42,51,67,65,51,72,41,65,57,29,55,39,38,42,48,63
1000,59,54,43,60,48,64,53,43,52,61,64,61,43,71,65,52,50,39,29,52,59,48,26,29
1000,33,23,59,63,31,47,36,42,58,42,65,59,58,73,44,57,61,31,60,41,46,50,52,66
1000,38,59,52,55,49,53,36,40,51,51,86,83,48,70,58,55,63,45,59,52,41,45,40,18
1000,58,56,28,55,48,60,56,51,56,60,66,71,41,62,56,38,33,51,52,50,47,50,29,28
1000,24,12,58,38,30,25,21,25,32,26,34,55,54,37,52,34,70,29,52,28,36,56,52,60
2000,35,51,58,57,43,60,46,33,51,53,76,72,48,78,57,51,49,55,28,58,73,45,60,16
2000,35,67,60,50,49,55,43,32,36,56,56,49,59,72,56,57,39,52,29,50,70,47,20,19
4000,59,28,53,62,29,62,36,44,63,63,55,63,49,63,48,53,64,37,58,51,34,48,53,55
6000,40,38,52,66,37,51,51,50,62,59,67,66,61,66,55,58,60,43,55,59,49,48,45,57
5000,50,52,43,64,29,59,41,57,62,62,59,52,52,65,58,45,55,58,53,53,37,45,52,54
2000,39,60,53,50,42,50,39,36,39,53,69,63,68,72,50,59,48,51,63,52,64,48,29,39
2000,38,66,62,48,44,55,40,40,37,57,50,38,61,69,54,53,53,56,31,51,60,52,45,18
1000,49,50,48,59,43,56,49,43,57,60,73,74,52,79,52,64,61,51,43,61,47,51,58,45
1000,49,30,43,52,24,52,32,32,31,45,73,71,55,68,29,62,45,30,56,39,34,40,52,61
1000,27,19,60,54,27,31,22,29,42,36,61,55,46,36,41,54,74,20,59,25,33,44,56,56
1000,12,8,14,22,7,8,10,9,20,18,27,36,51,33,43,19,70,13,31,28,14,22,15,13
1000,62,22,22,58,22,62,30,31,29,58,73,69,54,75,29,54,42,28,49,40,35,39,56,53
3000,27,60,63,47,55,50,33,31,30,57,53,54,54,42,59,54,68,50,55,37,58,42,14,14
1000,30,24,55,33,28,34,35,32,29,32,62,64,52,65,43,60,64,26,61,32,42,49,53,62
2000,51,35,56,54,29,45,42,32,46,52,64,70,49,65,45,55,57,39,63,37,38,43,55,55
1000,41,22,45,58,23,54,28,23,48,57,61,60,51,56,38,64,73,19,51,51,36,51,57,59
2000,53,47,47,59,52,57,49,48,57,57,77,75,55,63,58,70,60,54,49,57,48,55,51,45
1000,45,57,61,48,42,59,35,25,29,57,83,81,51,64,55,57,57,50,56,40,55,53,20,15
2000,32,30,59,45,28,36,26,22,34,42,56,55,50,54,34,65,73,20,58,33,29,43,56,57
1000,51,49,32,61,46,61,46,48,54,64,70,69,39,68,47,54,47,51,37,58,45,50,29,27
1000,13,8,12,16,7,8,11,12,29,16,29,35,49,31,44,29,55,8,16,41,13,41,8,11
1000,65,55,39,60,46,62,67,66,59,60,70,67,51,77,52,61,47,47,39,51,45,50,38,34
1000,34,56,50,49,53,63,54,40,46,57,85,89,55,69,57,50,50,51,39,58,54,55,19,17
1000,33,28,56,47,32,41,29,33,45,47,58,62,51,52,42,61,69,22,59,34,48,53,56,60
1000,32,21,55,62,21,55,28,21,51,56,61,66,52,58,51,52,72,23,62,48,34,45,50,63
1000,50,41,59,60,47,56,47,44,60,50,72,75,60,60,61,62,58,47,59,51,53,47,48,58
1000,14,16,14,33,14,15,19,16,30,20,61,50,62,62,40,30,56,20,32,13,20,42,10,25
8000,60,39,42,54,42,59,55,53,51,56,71,75,48,72,47,61,49,43,58,50,59,60,48,53
2000,38,30,62,58,31,48,38,40,58,50,54,47,51,64,49,68,72,30,61,42,45,57,56,61
1000,43,24,51,48,28,58,31,31,35,55,75,71,52,67,26,58,57,22,47,33,36,40,57,62
3000,44,42,58,62,36,54,41,46,57,61,54,59,55,55,57,38,58,38,61,54,54,48,55,55
8000,52,56,65,48,44,57,42,30,35,59,74,77,56,75,62,49,61,41,66,54,47,48,19,24
2000,33,59,47,48,49,60,50,30,35,58,83,82,55,72,55,59,45,49,30,51,57,57,21,16
1000,56,51,36,53,31,58,48,36,52,59,75,74,53,67,57,63,49,47,48,56,35,50,52,52
1000,56,53,48,66,38,57,49,48,62,65,62,65,48,60,63,56,51,56,55,54,60,39,54,45
2000,29,18,61,42,24,37,22,23,27,43,68,77,47,58,38,59,76,22,51,29,28,44,61,52
1000,51,34,54,55,32,54,37,29,49,57,85,84,54,86,38,57,61,29,56,47,32,48,54,50
1000,29,25,53,35,26,37,31,24,45,31,63,67,49,58,35,68,75,17,67,36,38,51,56,57
1000,14,8,12,16,5,10,11,12,17,15,21,26,40,53,42,27,56,7,18,21,12,25,9,13
2000,38,25,58,47,31,38,27,32,30,45,54,54,55,64,44,60,62,23,48,32,45,51,58,62
2000,50,36,42,63,43,59,40,44,61,61,66,62,53,77,55,62,37,48,46,60,47,55,52,58
2000,48,29,53,49,25,50,38,29,40,51,69,73,54,68,39,69,71,30,55,39,34,50,55,56
1000,56,55,45,56,42,58,41,32,43,57,75,67,54,73,60,47,59,52,29,49,61,49,14,20
1000,62,47,37,62,49,52,37,38,56,61,72,64,38,77,52,60,37,38,32,51,51,48,22,41
1000,40,38,58,63,42,58,45,41,55,62,56,64,50,60,44,58,65,35,61,42,45,55,55,57
1000,38,42,55,61,30,54,38,38,52,61,63,67,58,75,54,70,59,36,55,43,37,55,54,52
1000,48,46,54,56,45,64,47,42,50,60,77,75,54,63,56,64,60,47,44,54,46,51,32,53
2000,30,59,57,48,49,57,53,29,34,57,70,70,47,51,60,60,59,46,32,50,54,50,13,12
3000,40,41,55,58,40,56,43,39,57,59,55,54,57,66,54,54,54,44,61,47,48,50,56,57
1000,45,28,54,35,27,62,32,40,28,40,60,59,57,57,37,66,70,28,65,42,45,44,61,69
2000,42,41,60,60,42,51,50,53,61,47,57,61,51,42,61,63,72,45,66,49,46,41,51,62
3000,50,28,43,57,28,41,32,27,49,43,63,62,60,63,31,59,59,29,43,54,34,38,60,60
1000,48,54,47,61,46,61,60,51,62,63,60,68,47,63,61,44,36,41,41,51,53,65,26,53
1000,49,31,48,34,31,63,32,40,26,45,66,66,57,67,32,60,56,28,56,39,41,39,49,69
1000,14,12,17,30,12,15,22,19,32,24,61,60,52,55,42,29,56,18,26,27,33,40,16,16
7000,51,29,33,56,31,61,36,36,54,62,72,68,54,75,36,62,45,32,51,51,36,48,51,53
4000,55,41,48,52,35,56,49,41,53,58,75,74,54,72,47,62,60,31,47,57,41,57,51,54
2000,52,33,47,60,45,54,50,40,58,56,55,67,60,65,55,60,62,37,60,53,52,49,59,57
2000,51,51,27,56,38,59,50,44,50,56,76,74,48,74,54,65,33,53,33,57,50,55,32,30
1000,48,53,48,62,35,58,52,34,53,61,57,64,55,54,64,62,61,47,56,51,45,45,44,39
